post_type_id	post_id	parent_id	user_id
2	36846742	36846659	6251776
2	36810275	36810169	3185459
2	36658363	36657788	1422364
2	36628533	36627931	4782314
2	36615701	36615005	5421473
2	36436950	36436557	2734189
2	36436846	36436557	3185459
2	36436669	36436557	2844319
2	36436661	36436557	3522312
2	36436650	36436557	6099055
2	36210779	5845121	6110451
2	36169863	36169737	2015095
2	36169842	36169737	3544558
2	36169778	36169737	1206267
2	36169767	36169737	1222570
2	36128874	36127500	3976712
2	36127865	36127500	1939584
2	36111797	36111359	6076320
2	36111406	36111359	5831644
2	36111403	36111359	2218597
2	36051307	36051234	2649661
2	36051296	36051234	3229983
2	35960243	35960206	5113881
2	35788282	35788215	2667307
2	35662132	35661868	2377164
2	35661957	35661868	1491895
2	35652579	35652384	1196954
2	35652549	35652384	4969969
2	35652545	35652384	2257664
2	35652520	35652384	476
2	35652515	35652384	1147680
2	35652501	35652384	1545088
2	32961532	32961451	1866078
2	32681291	32681217	user4962466
2	32681371	32681217	4333555
2	32104616	5845121	5240569
2	5845427	5845121	247372
2	25388706	25388337	2136970
2	25388474	25388337	2882596
2	24680735	8891937	3684882
2	17065022	8891937	2427538
2	24566828	24566732	3619084
2	24566778	24566732	878888
2	24566798	24566732	2986349
2	24566796	24566732	1418637
2	21874617	21874543	762073
2	21874611	21874543	2021523
2	16074372	16074347	2269749
2	12815252	5168390	1705785
2	9964034	9964001	1190388
2	9964038	9964001	727208
2	9964029	9964001	1278353
2	8892056	8891937	1127761
2	1032697	1032674	98378
2	1032718	1032674	80836
2	1032714	1032674	88383
2	1032696	1032674	123415
2	6263095	1032674	665771
2	5915245	1032674	742249
2	5845264	5845121	88487
2	5845216	5845121	468027
2	5845146	5845121	385378
2	5845165	5845121	345031
2	5845162	5845121	729539
2	5845147	5845121	273141
2	5845140	5845121	215966
2	1032700	1032674	31039
2	5169211	5168390	509597
2	5168501	5168390	594553
2	1032698	1032674	74314
2	34762137	34761824	2829717
2	34762043	34761824	3287600
2	34761982	34761824	2750800
2	34666568	34666506	5423682
2	34666578	34666506	1248114
2	34482967	34475982	3934359
2	34408176	9149139	1155318
2	34355210	34353433	2035354
2	34033222	30389724	1338292
2	34004029	34003755	2477442
2	34003820	34003755	401313
2	33924667	33924098	3699054
2	33898199	33897981	5422107
2	33874860	33874059	970616
2	33883237	33882921	2734189
2	33883304	33882921	2485666
2	33883108	33882921	5554447
2	33874668	33874059	3933332
2	33874443	33874059	2540014
2	33570740	33570598	4050842
2	33570788	33570598	4577762
2	33258919	33258134	1635676
2	33258682	33258134	3179423
2	33181205	33181177	2100549
2	33080298	30271854	user5134807
2	33047012	33046941	711206
2	32760954	32760496	user4039035
2	32760710	32760496	324584
2	32760704	32760496	1528407
2	32760625	32760496	4031969
2	32691597	32691272	3545790
2	32691489	32691272	3166303
2	32484074	32480679	3247211
2	32481161	32480679	279262
2	32480796	32480679	2634160
2	32480794	32480679	518703
2	32472870	32472760	4251547
2	32471116	32470694	3060141
2	32471047	32470694	2585850
2	32470740	32470694	1534463
2	32470737	32470694	3034718
2	32394583	32393694	5299903
2	32393722	32393694	4877278
2	32381780	32381588	790454
2	32326514	32326412	664563
2	32326667	32326412	296691
2	32138344	32138089	4431820
2	32138311	32138089	1041118
2	32138183	32138089	286304
2	32096624	32095460	3755991
2	32095580	32095460	1082646
2	32028929	32028713	312962
2	31578838	31577067	760211
2	31877806	31877116	2610061
2	31656584	31651800	1842104
2	31626538	31626337	4061161
2	31626375	31626337	4804629
2	31592677	31554308	740553
2	31577147	31577067	3933332
2	31577098	31577067	5104778
2	31554883	31554308	1878262
2	31554367	31554308	664108
2	31541231	31540855	2558525
2	31540967	31540855	2360157
2	31298704	31298587	3933332
2	31298735	31298587	583608
2	31298727	31298587	5019326
2	31201402	31201319	2344142
2	31201360	31201319	1558322
2	31157679	31157568	4729332
2	31157727	31157568	2735598
2	31071422	31071318	4900521
2	31071531	31071318	4436443
2	30859797	30859761	2422776
2	30857196	30634219	4877042
2	30608682	30608588	1296178
2	30555682	30555549	1248114
2	30555593	30555549	1595669
2	30555568	30555549	3933332
2	30379326	30379096	482256
2	30391115	30389724	3355051
2	30389849	30389724	3709765
2	30390017	30389724	2899618
2	30389840	30389724	3859027
2	30389766	30389724	1230257
2	30370904	30370703	2582498
2	30293800	30293778	2433866
2	30294075	30293778	4873442
2	30271867	30271854	4643607
2	30283269	30281507	1592247
2	30281706	30281507	4901528
2	30281601	30281507	797495
2	30272554	30271854	4903314
2	30272132	30271854	3709765
2	30029857	30029269	2899618
2	30029680	30029269	324584
2	30029560	30029269	284325
2	29958620	29958588	3859027
2	29884698	29884669	284325
2	29884680	29884669	3631503
2	29857331	29857089	2087549
2	29411691	29411068	2030615
2	29504341	29504165	2180559
2	29417451	29411068	2844319
2	29411959	29411068	3954981
2	29362051	29361781	2551766
2	29291780	29291764	250259
2	29291801	29291764	1036745
2	1115852	1115835	46999
2	29096190	29095606	1321813
2	29088733	29088509	345031
2	29088692	29088509	4469738
2	29088672	29088509	4645291
2	29088582	29088509	2743458
2	29070191	29069886	1503018
2	29027069	29022830	860034
2	29023630	29022830	3933332
2	28891956	28891788	3160747
2	28892017	28891788	1449801
2	28891854	28891788	3653989
2	28891897	28891788	4556692
2	28883671	28883579	2149694
2	28864453	28864377	3653989
2	28780903	28780810	3933332
2	28721907	28721862	3933332
2	28668950	28633349	998759
2	28633408	28633349	2832264
2	28443452	28443132	2334352
2	28443326	28443132	324584
2	28443297	28443132	1475548
2	28443245	28443132	4539315
2	28217798	28215175	4076516
2	28215546	28215175	2209007
2	28183385	28182311	4500812
2	28103346	28103175	1473841
2	28103219	28103175	878888
2	28065296	28065246	1122899
2	28033696	28033522	3657140
2	27962635	27962408	4265352
2	27962474	27962408	3933332
2	27962565	27962408	397935
2	27962469	27962408	1295902
2	27962455	27962408	3964063
2	27905696	23725573	4433070
2	27726361	27726189	3684882
2	27726334	27726189	3622250
2	27726271	27726189	900807
2	27726297	27726189	1561655
2	27726258	27726189	3933332
2	27674164	27674111	2731389
2	27674130	27674111	1032531
2	27527470	27520392	1948260
2	27521509	27520392	1520320
2	4446006	4445984	539153
2	4446017	4445984	385273
2	15411660	4445984	1293344
2	27120548	27119806	375148
2	27119863	27119806	3933332
2	26918623	26918339	912130
2	26918617	26918339	2844319
2	26798297	26798264	519413
2	26762190	26762107	2724954
2	26747328	26747260	3558960
2	26698692	26698646	3398633
2	26692868	26692790	3933332
2	26692860	26692790	4194814
2	26610053	26609880	2554537
2	26610003	26609880	4035883
2	26610116	26609880	4054278
2	26610107	26609880	4181577
2	26610036	26609880	2911482
2	26502180	10835101	457124
2	26452727	26452668	2176428
2	26228787	26228664	1153551
2	26228720	26228664	3859027
2	24236469	24236424	117259
2	24236474	24236424	3444240
2	23725751	23725573	3247703
2	20321585	20321521	1003917
2	20321596	20321521	2799319
2	18367911	18367745	2364629
2	18367859	18367745	465895
2	10261914	9918065	602525
2	12892659	12891547	990177
2	12891608	12891547	998096
2	12891596	12891547	466314
2	12891574	12891547	367456
2	11921832	11921762	1375025
2	11921772	11921762	1350209
2	11921776	11921762	476
2	10835230	10835101	831370
2	10835121	10835101	276478
2	9149365	9149139	515124
2	4446011	4445984	169442
2	4445993	4445984	235708
2	2667375	2667215	118145
2	1115863	1115835	70393
2	1115857	1115835	120457
2	1115838	1115835	53114
2	26401496	26401138	4082957
2	26401351	26401138	1777956
2	26401728	26401138	1150619
2	26401254	26401138	445492
2	26332877	26332681	2522554
2	26332879	26332681	1083314
2	26163248	26163203	3474514
2	26163270	26163203	4031944
2	26163269	26163203	33918
2	26163267	26163203	2724954
2	26163240	26163203	2025928
2	26163231	26163203	250259
2	26129171	26128573	1518087
2	26090694	26090615	1428679
2	26044739	26044105	4080491
2	26044244	26044105	3658660
2	26044206	26044105	811240
2	25834599	25834101	3050853
2	25834386	25834101	3923308
2	25834194	25834101	2555778
2	25834196	25834101	2578037
2	25611988	25611904	1845790
2	25501123	25500952	1570534
2	25500985	25500952	2543285
2	25500986	25500952	1845790
2	25436857	5023664	3966009
2	25349888	25349793	2482284
2	25349852	25349793	2447581
2	25349832	25349793	877594
2	25349821	25349793	1845790
2	25054177	25053071	3184785
2	24814904	24814497	3678068
2	24693065	24692442	3681400
2	24692467	24692442	2111667
2	24692459	24692442	797303
2	24467764	24467255	2044940
2	24467375	24467255	451969
2	24452731	24452648	476
2	24452708	24452648	1188035
2	24195713	5972863	1967599
2	24114031	24113965	117259
2	24114127	24113965	1338292
2	24114006	24113965	1437955
2	23919508	23919403	2352773
2	23919500	23919403	2253331
2	23919498	23919403	1110934
2	23769088	23768837	2072586
2	23769000	23768837	2204851
2	23636581	23635987	1923327
2	23642246	23635987	438117
2	23595846	23595287	3161034
2	23636803	23635987	2528301
2	23636317	23635987	2219831
2	23636263	23635987	1317935
2	23597451	23597292	2973474
2	23597399	23597292	1880431
2	23531239	23531173	171318
2	23531237	23531173	703229
2	23531234	23531173	250259
2	23479607	23479585	250259
2	23363284	23362807	1741042
2	23347080	23347025	1461097
2	23315071	23314856	839554
2	23314995	23314856	703229
2	23314992	23314856	1527124
2	23314980	23314856	1102626
2	23292627	23292407	3449107
2	23292448	23292407	264795
2	23282833	23282814	250259
2	23128081	23128030	1593142
2	23128059	23128030	3466818
2	23076951	23076896	1003917
2	23077059	23076896	1153551
2	23076955	23076896	1943011
2	22731241	22730461	1882314
2	18170976	18170736	2316460
2	22859253	22859210	1003917
2	22859333	22859210	2007044
2	22859325	22859210	1369601
2	22768628	22768535	user2533777
2	22768570	22768535	3258572
2	22768562	22768535	2224186
2	22730660	22730461	3447348
2	22730525	22730461	2228310
2	22730507	22730461	user3427568
2	22730489	22730461	2966846
2	22671857	22671841	2844319
2	22590352	22590281	3286819
2	22590677	22590281	3303195
2	22273065	22273051	1438393
2	21962412	21962376	1565862
2	21962505	21962376	1112089
2	21962443	21962376	3342100
2	21962400	21962376	1696166
2	21933953	21933871	2851216
2	21933943	21933871	487289
2	21933910	21933871	1581522
2	21933499	21933131	1948260
2	21933271	21933131	2428235
2	21850380	21850020	1468628
2	21850378	21850020	2274710
2	21687932	21687555	1039843
2	21687644	21687555	3181248
2	21687687	21687555	2965589
2	21650222	21649840	250259
2	21564833	7076495	429938
2	21526099	21525985	2354564
2	21526040	21525985	2776426
2	21526036	21525985	1901400
2	21415235	21404451	3244244
2	21401328	21401255	1338292
2	21267928	21267727	733876
2	21330139	21267727	993106
2	21326192	21326068	1444609
2	21267856	21267727	3065983
2	21267803	21267727	user557846
2	21225248	21225227	762073
2	21094441	21094184	1683134
2	21171844	21171660	2394511
2	21171738	21171660	2022562
2	21171694	21171660	8454
2	21094596	21094184	1288418
2	21094546	21094184	2164943
2	21094541	21094184	206403
2	21094466	21094184	1032750
2	14024722	4975862	1585380
2	21019368	21018813	1957701
2	21018867	21018813	1209020
2	21018854	21018813	1835788
2	20998435	20997393	2936759
2	20998116	20997393	1743833
2	20890385	20889702	751564
2	20890140	20889702	1704261
2	20880243	20880149	3059590
2	20880240	20880149	1584275
2	20849290	20848612	258674
2	20848801	20848612	1363495
2	20847442	20847384	1194692
2	20815119	20813850	260998
2	20814239	20813850	1020526
2	20814433	20813850	552014
2	20814108	20813850	67332
2	20814104	20813850	2195721
2	20769933	20769894	1789515
2	20772535	20768395	user2680766
2	20770356	20769894	3113862
2	20769920	20769894	2641232
2	20770094	20769894	1503018
2	20770067	20769894	1662383
2	20769926	20769894	1202487
2	20769914	20769894	426533
2	20768633	20768395	1188035
2	20744847	20744721	2984457
2	20744788	20744721	1729885
2	20631164	20630852	1983854
2	20702338	20702105	1491895
2	20682124	20681869	1047535
2	20681978	20681869	106208
2	20631262	20630852	1438393
2	20631130	20630852	2902053
2	20631044	20630852	3012574
2	20630998	20630852	194574
2	20607253	20607149	3047005
2	20607179	20607149	2519416
2	20607252	20607149	713141
2	20520597	20520438	3088119
2	20381155	20380939	1438393
2	20380984	20380939	2547739
2	20381037	20380939	724027
2	20381017	20380939	746730
2	20380976	20380939	250259
2	20380975	20380939	883450
2	20325462	20325361	1338292
2	20209065	20208294	3020044
2	20208358	20208294	1086529
2	20208377	20208294	1983957
2	20173478	20173387	1697320
2	19970791	19970765	2526499
2	19970777	19970765	1581522
2	19698279	19698203	2300165
2	19698241	19698203	2921516
2	19698236	19698203	568109
2	19698229	19698203	2864275
2	19698228	19698203	1491895
2	19698220	19698203	765720
2	19376109	19375994	2622597
2	19376138	19375994	1206463
2	19376153	19375994	521032
2	19376036	19375994	995579
2	19328848	19328816	1491895
2	19328832	19328816	442945
2	19133501	19133387	1427878
2	19133448	19133387	112968
2	18952393	18939683	2094465
2	18940729	18939683	1280153
2	18940084	18939683	2777235
2	18923248	18923093	35116
2	18724536	18724281	2459296
2	18645172	18645055	298053
2	18645170	18645055	2612112
2	18620811	18617680	1256403
2	18618498	18617680	1017963
2	18481471	18481222	538901
2	18481337	18481222	2219557
2	18481268	18481222	1769465
2	18481281	18481222	223386
2	18459576	18458441	1003917
2	18458488	18458441	2627459
2	18458486	18458441	1230836
2	18163255	5350749	2670583
2	18163206	4791741	2670583
2	18110263	18110175	1419321
2	18110674	18110175	2604607
2	18110546	18110175	2049063
2	18110261	18110175	1141093
2	18110251	18110175	1223045
2	17936042	17936012	1645769
2	17936080	17936012	906113
2	17769617	17769605	1634046
2	17754418	17754323	324584
2	17754378	17754323	1007220
2	17732693	17732615	2364629
2	17663577	17663204	938236
2	17663248	17663204	345031
2	17640706	8529671	2557900
2	4920876	4920845	596602
2	9895484	9895450	1286527
2	9895492	9895450	402792
2	9895486	9895450	585456
2	9895481	9895450	276250
2	8529920	8529671	1101223
2	8530290	8529671	457478
2	8529913	8529671	1062232
2	8529797	8529671	164477
2	7076548	7076495	634079
2	7076524	7076495	103202
2	6528821	6528800	819324
2	6528818	6528800	251311
2	5972887	5972863	722513
2	5972878	5972863	476
2	5351278	5350749	658127
2	5351104	5350749	50079
2	5350834	5350749	430062
2	5350919	5350749	345031
2	5350858	5350749	279966
2	5024407	5023664	311254
2	5023731	5023664	595602
2	4975871	4975862	66353
2	4920893	4920845	345031
2	4791837	4791741	402253
2	4791750	4791741	106224
2	17302295	17301906	514445
2	17302014	17301906	1729885
2	17301958	17301906	2507211
2	17301999	17301906	662645
2	17254925	17254863	1932962
2	17254915	17254863	1540689
2	17254914	17254863	633098
2	17254908	17254863	2509214
2	17199998	17199887	763468
2	17182775	17182759	1058140
2	17043872	17043817	971392
2	17043993	17043817	1226894
2	17043945	17043817	1712686
2	17043947	17043817	2125720
2	17043931	17043817	1071311
2	17043912	17043817	1207346
2	17043904	17043817	669073
2	17001537	17001427	1684380
2	17001520	17001427	78843
2	16771271	16759314	2366051
2	16759378	16759314	1771960
2	16633003	16632654	871050
2	16632926	16632654	1450248
2	16632760	16632654	1468708
2	16632666	16632654	user557846
2	16545535	16544309	113083
2	16533114	16533012	2379355
2	16533034	16533012	740553
2	16533032	16533012	1634695
2	16341824	16341195	601991
2	16341758	16341195	2342306
2	16298455	16298353	449958
2	16298428	16298353	1035698
2	16277727	16277669	2167834
2	16277739	16277669	425648
2	16277710	16277669	2033408
2	16277697	16277669	2320622
2	16256449	16256354	2170192
2	16256467	16256354	493122
2	16256443	16256354	838733
2	16256404	16256354	2123644
2	16187526	16187381	390223
2	16187907	16187381	1926807
2	16157852	16155348	1269513
2	16155440	16155348	1150613
2	16157352	16155348	2188778
2	16156021	16155348	444583
2	16155493	16155348	1119835
2	16155460	16155348	2156760
2	16099139	16099092	1679187
2	16099122	16099092	476
2	16068103	16067971	1491895
2	16068017	16067971	2153758
2	15875223	15874725	1948691
2	15874915	15874725	1163444
2	15874871	15874725	1494993
2	15874859	15874725	87584
2	15874856	15874725	2012811
2	15864989	15864964	307310
2	15864993	15864964	50079
2	15747514	15747108	2122873
2	15747325	15747108	2226764
2	15747180	15747108	2046858
2	15393412	15392611	2004810
2	15393235	15392611	1422179
2	15175633	15174903	1422179
2	15175454	15174903	1172872
2	14642874	14642361	1437005
2	14642451	14642361	1913051
2	14642417	14642361	664108
2	14642409	14642361	247893
2	14499465	14499358	1223293
2	14499461	14499358	1069607
2	14209632	14209362	1790428
2	14209457	14209362	615746
2	14209439	14209362	1943590
2	14209412	14209362	1310995
2	14209410	14209362	184600
2	14062639	14062567	1175253
2	13771996	13771947	1207294
2	13771986	13771947	333074
2	13767455	13767416	1495125
2	13767477	13767416	846190
2	13767446	13767416	1612146
2	13766986	13766898	772035
2	13767060	13766898	1056973
2	13767002	13766898	112968
2	13766989	13766898	1687043
2	13766981	13766898	1755369
2	13754609	13754314	1768754
2	8583749	8583244	871580
2	13383210	13382437	367456
2	13382642	13382437	1038004
2	13382490	13382437	118068
2	13354046	13353815	1226894
2	13353857	13353815	385273
2	13219170	13218524	1142004
2	13218603	13218524	295342
2	13218672	13218524	1267140
2	13218753	13218524	460974
2	13082399	13082346	1015448
2	13082668	13082346	4833
2	12651587	12651254	53114
2	12651315	12651254	367456
2	12651271	12651254	1679680
2	12595157	12595115	740077
2	12595144	12595115	31671
2	12532109	12531949	916144
2	12532062	12531949	1557617
2	12532050	12531949	671943
2	12401223	12400960	1634524
2	12400987	12400960	33522
2	11925499	11925086	851493
2	11925140	11925086	1581929
2	11885876	11885654	1587715
2	11885733	11885654	970985
2	11885668	11885654	1450077
2	11868723	11868245	242203
2	11787271	11786580	679236
2	11786607	11786580	50079
2	11786611	11786580	513686
2	11786386	11786332	229044
2	11786384	11786332	778430
2	11679395	11679254	619609
2	11679363	11679254	451969
2	11499121	11499069	1090079
2	11499119	11499069	1155439
2	11463497	11463449	1082620
2	11463476	11463449	250259
2	11032507	11032136	1396314
2	11032339	11032136	1402686
2	11032317	11032136	441250
2	11032289	11032136	1023432
2	11032256	11032136	223386
2	10693696	10693532	1286635
2	10693541	10693532	496223
2	10693573	10693532	548020
2	10539948	10539769	181310
2	10539873	10539769	1149495
2	10475565	10475449	95108
2	10475466	10475449	999553
2	10475477	10475449	965907
2	10467430	10467411	476
2	10467470	10467411	1369091
2	10467461	10467411	916000
2	10271158	10270944	250259
2	10270966	10270944	1091195
2	10097963	10059398	29125
2	10000420	10000272	1267177
2	10000316	10000272	106302
2	9993429	9993168	1285809
2	9993231	9993168	866809
2	9993215	9993168	960510
2	9964332	9964315	285587
2	9964320	9964315	106224
2	9910509	9910144	997842
2	9910264	9910144	1105417
2	9910244	9910144	321527
2	9910226	9910144	1013228
2	9289656	9289524	318758
2	9289769	9289524	87015
2	9146061	9145902	511300
2	9146102	9145902	508666
2	9087613	9087419	206403
2	9087485	9087419	546999
2	9087450	9087419	251311
2	8754656	8754610	67153
2	8754702	8754610	520531
2	8754649	8754610	121804
2	8584250	8583244	4714
2	8584115	8583244	249538
2	8583399	8583244	480943
2	8465805	8465632	31274
2	8465665	8465632	624305
2	8465654	8465632	142162
2	8436863	8420298	284932
2	8365985	8365653	797086
2	8365663	8365653	619036
2	8365707	8365653	466826
2	8246138	8245473	396458
2	8168651	8168475	994054
2	8168601	8168475	485676
2	8112365	8112279	9021
2	8112318	8112279	228846
2	8112311	8112279	978756
2	8112310	8112279	843985
2	8112308	8112279	112968
2	8087729	8087695	949209
2	8087723	8087695	59947
2	7975645	7975561	407658
2	7975617	7975561	794513
2	7975603	7975561	862594
2	7975585	7975561	31671
2	7975401	5403428	775385
2	7806531	7806451	945722
2	7806488	7806451	519808
2	3335624	3335585	288773
2	7425407	7425378	762073
2	7425401	7425378	185672
2	7380678	7380660	user557846
2	7380675	7380660	576875
2	7380719	7380660	50079
2	7380677	7380660	421223
2	7096993	7096916	899126
2	7096939	7096916	104999
2	7096931	7096916	35070
2	6643589	6643511	553682
2	6552155	6552094	281469
2	6552110	6552094	299375
2	6552198	6552094	218196
2	6552123	6552094	189262
2	6516811	6516683	810107
2	6516721	6516683	255777
2	6299781	6299732	25253
2	6299774	6299732	519575
2	6299790	6299732	397861
2	6299789	6299732	339535
2	6145557	6145507	164998
2	5899609	5899160	353790
2	5796864	5796837	475125
2	5623803	5617760	327862
2	5617798	5617760	421223
2	5617803	5617760	543296
2	5617637	5617331	701243
2	5617344	5617331	533611
2	5617339	5617331	476
2	5602052	5601906	432519
2	5403993	5403428	512993
2	5403789	5403428	310117
2	5382099	5381870	259778
2	5275117	5274541	372239
2	5274827	5274541	285619
2	5274586	5274541	413323
2	4459418	4459365	106224
2	4459417	4459365	521068
2	4459407	4459365	280598
2	4330428	4330402	381345
2	4330418	4330402	385273
2	4300259	4300249	31671
2	4300292	4300249	22459
2	4300331	4300249	512993
2	3805798	3797781	459582
2	3799485	3799471	309733
2	3798842	3798724	385378
2	3798800	3798724	153350
2	3798758	3798724	453614
2	3798756	3798724	41596
2	3798751	3798724	4668
2	3798032	3797781	173934
2	3797825	3797781	385378
2	3533201	3533100	208809
2	3533207	3533100	192236
2	3506094	3505999	423170
2	3506087	3505999	352636
2	3506015	3505999	29995
2	3506022	3505999	206403
2	3506031	3505999	381345
2	3506019	3505999	319618
2	3506016	3505999	323839
2	3478464	3478438	398519
2	3478569	3478438	401446
2	3335614	3335585	395681
2	3335609	3335585	203452
2	3335604	3335585	187061
2	3335596	3335585	127724
2	1854918	1854578	74311
2	1854639	1854578	212555
2	1854603	1854578	170340
2	3350741	3350638	340355
2	3350724	3350638	53212
2	3350720	3350638	208809
2	3350651	3350638	375087
2	2652268	2652086	198898
2	2652101	2652086	243164
2	2652098	2652086	12855
2	2420051	2420025	75801
2	2420038	2420025	187606
2	1902025	1901973	64056
2	1901992	1901973	218682
2	1847463	1847356	207614
2	1847457	1847356	6726
2	1847434	1847356	146455
2	1847414	1847356	64193
2	1847377	1847356	116273
2	1754971	1754790	186558
2	1754832	1754790	20572
2	1754820	1754790	188336
2	1754810	1754790	192741
2	1754809	1754790	83916
2	1754808	1754790	11354
2	1754806	1754790	4012
2	1754804	1754790	20972
2	1585538	1585301	153350
2	1585311	1585301	18393
